entidad,proveedor,mes,dia,hora,ivrs_total,casos_con_ivr,telefonos_con_ivr,casos_unicos_mes,telefonos_unicos_mes
AYSA,GSM_42,2026-04,2026-04-13,16,144,142,144,5726,6347
AYSA,GSM_43,2026-04,2026-04-13,16,156,154,156,6266,6977
AYSA,GSM_8,2026-04,2026-04-13,16,174,173,174,6361,7086
AYSA,GSM_83,2026-04,2026-04-13,16,364,351,357,7470,8486
AYSA,GSM_86,2026-04,2026-04-13,16,187,185,186,7146,8068
AYSE,GSM_26,2026-04,2026-04-13,16,374,357,374,9108,14743
AYSE,GSM_42,2026-04,2026-04-13,16,351,330,351,8997,14483
AYSE,GSM_43,2026-04,2026-04-13,16,357,338,357,9059,14591
AYSE,GSM_8,2026-04,2026-04-13,16,321,303,321,9126,14649
AYSE,GSM_83,2026-04,2026-04-13,16,706,623,705,10237,17536
AYSE,GSM_86,2026-04,2026-04-13,16,394,376,394,9377,15401
AYSE,MOVI,2026-04,2026-04-13,16,92,92,92,3993,4275
AYSJ,GSM_25,2026-04,2026-04-13,16,21,21,21,981,1337
AYSJ,GSM_44,2026-04,2026-04-13,16,90,85,89,979,1355
AYSJ,GSM_45,2026-04,2026-04-13,16,210,188,200,1039,1435
AYSJ,GSM_85,2026-04,2026-04-13,16,282,250,270,1041,1444
AYSJ,GSM_9,2026-04,2026-04-13,16,628,459,552,1052,1470
DRTV,GSM_26,2026-04,2026-04-13,16,33,33,33,1710,2070
DRTV,GSM_42,2026-04,2026-04-13,16,18,18,18,1731,2112
DRTV,GSM_43,2026-04,2026-04-13,16,26,25,26,1777,2168
DRTV,GSM_8,2026-04,2026-04-13,16,28,28,28,1840,2249
DRTV,GSM_83,2026-04,2026-04-13,16,60,60,60,2028,2548
DRTV,GSM_86,2026-04,2026-04-13,16,33,32,33,1979,2468
DRTW,GSM_26,2026-04,2026-04-13,16,69,66,69,4904,7095
DRTW,GSM_42,2026-04,2026-04-13,16,59,57,59,4829,6985
DRTW,GSM_43,2026-04,2026-04-13,16,71,71,71,4902,7200
DRTW,GSM_44,2026-04,2026-04-13,16,1,1,1,1893,2261
DRTW,GSM_8,2026-04,2026-04-13,16,66,63,66,5020,7383
DRTW,GSM_83,2026-04,2026-04-13,16,155,147,155,5498,8514
DRTW,GSM_85,2026-04,2026-04-13,16,1,1,1,2114,2604
DRTW,GSM_86,2026-04,2026-04-13,16,84,78,84,5328,8177
DRTW,GSM_9,2026-04,2026-04-13,16,1,1,1,2140,2562
MEL0,GSM_25,2026-04,2026-04-13,16,64,64,64,17986,21131
MEL0,GSM_26,2026-04,2026-04-13,16,744,736,744,53641,69500
MEL0,GSM_42,2026-04,2026-04-13,16,733,729,733,52918,68594
MEL0,GSM_43,2026-04,2026-04-13,16,670,660,670,55308,72320
MEL0,GSM_44,2026-04,2026-04-13,16,177,176,177,21336,25440
MEL0,GSM_45,2026-04,2026-04-13,16,183,180,183,25633,31306
MEL0,GSM_8,2026-04,2026-04-13,16,730,726,730,57953,76797
MEL0,GSM_83,2026-04,2026-04-13,16,1316,1286,1316,70487,102690
MEL0,GSM_85,2026-04,2026-04-13,16,170,169,170,26560,32855
MEL0,GSM_86,2026-04,2026-04-13,16,708,699,708,61817,85314
MEL0,GSM_9,2026-04,2026-04-13,16,327,317,327,35276,47289
AYS3,GSM_26,2026-04,2026-04-13,17,60,56,59,4365,5478
AYS3,GSM_42,2026-04,2026-04-13,17,74,74,72,4256,5324
AYS3,GSM_43,2026-04,2026-04-13,17,72,70,72,4393,5510
AYS3,GSM_8,2026-04,2026-04-13,17,89,86,88,4412,5589
AYS3,GSM_83,2026-04,2026-04-13,17,190,176,184,6060,8256
AYS3,GSM_86,2026-04,2026-04-13,17,81,77,76,4487,5744
AYSA,GSM_26,2026-04,2026-04-13,17,122,118,121,5888,6503
AYSA,GSM_42,2026-04,2026-04-13,17,104,103,104,5726,6347
AYSA,GSM_43,2026-04,2026-04-13,17,160,158,160,6266,6977
AYSA,GSM_8,2026-04,2026-04-13,17,124,123,124,6361,7086
AYSA,GSM_83,2026-04,2026-04-13,17,289,281,286,7470,8486
AYSA,GSM_86,2026-04,2026-04-13,17,171,170,170,7146,8068
AYSE,GSM_26,2026-04,2026-04-13,17,118,118,118,9108,14743
AYSE,GSM_42,2026-04,2026-04-13,17,86,86,86,8997,14483
AYSE,GSM_43,2026-04,2026-04-13,17,108,106,108,9059,14591
AYSE,GSM_8,2026-04,2026-04-13,17,96,90,96,9126,14649
AYSE,GSM_83,2026-04,2026-04-13,17,220,208,220,10237,17536
AYSE,GSM_86,2026-04,2026-04-13,17,93,89,93,9377,15401
AYSE,MOVI,2026-04,2026-04-13,17,62,62,62,3993,4275
DRTV,GSM_26,2026-04,2026-04-13,17,28,27,28,1710,2070
DRTV,GSM_42,2026-04,2026-04-13,17,31,30,31,1731,2112
DRTV,GSM_43,2026-04,2026-04-13,17,25,25,25,1777,2168
DRTV,GSM_8,2026-04,2026-04-13,17,44,44,44,1840,2249
DRTV,GSM_83,2026-04,2026-04-13,17,98,96,98,2028,2548
DRTV,GSM_86,2026-04,2026-04-13,17,47,46,47,1979,2468
DRTW,GSM_26,2026-04,2026-04-13,17,98,96,98,4904,7095
DRTW,GSM_42,2026-04,2026-04-13,17,107,102,107,4829,6985
DRTW,GSM_43,2026-04,2026-04-13,17,166,159,166,4902,7200
DRTW,GSM_8,2026-04,2026-04-13,17,171,168,171,5020,7383
DRTW,GSM_83,2026-04,2026-04-13,17,340,316,340,5498,8514
DRTW,GSM_86,2026-04,2026-04-13,17,212,204,212,5328,8177
MEL0,GSM_26,2026-04,2026-04-13,17,1004,986,1004,53641,69500
MEL0,GSM_42,2026-04,2026-04-13,17,931,918,931,52918,68594
MEL0,GSM_43,2026-04,2026-04-13,17,936,927,936,55308,72320
MEL0,GSM_8,2026-04,2026-04-13,17,973,963,973,57953,76797
MEL0,GSM_83,2026-04,2026-04-13,17,1925,1864,1925,70487,102690
MEL0,GSM_86,2026-04,2026-04-13,17,989,971,989,61817,85314
AYS3,GSM_26,2026-04,2026-04-13,18,206,197,205,4365,5478
AYS3,GSM_42,2026-04,2026-04-13,18,181,174,179,4256,5324
AYS3,GSM_43,2026-04,2026-04-13,18,182,179,182,4393,5510
AYS3,GSM_8,2026-04,2026-04-13,18,196,192,194,4412,5589
AYS3,GSM_83,2026-04,2026-04-13,18,431,419,424,6060,8256
AYS3,GSM_86,2026-04,2026-04-13,18,242,238,240,4487,5744
AYSA,GSM_26,2026-04,2026-04-13,18,345,340,344,5888,6503
AYSA,GSM_42,2026-04,2026-04-13,18,294,293,293,5726,6347
AYSA,GSM_43,2026-04,2026-04-13,18,332,325,332,6266,6977
AYSA,GSM_8,2026-04,2026-04-13,18,378,372,377,6361,7086
AYSA,GSM_83,2026-04,2026-04-13,18,762,733,755,7470,8486
AYSA,GSM_86,2026-04,2026-04-13,18,362,356,361,7146,8068
DRTV,GSM_26,2026-04,2026-04-13,18,163,161,163,1710,2070
DRTV,GSM_42,2026-04,2026-04-13,18,177,172,177,1731,2112
DRTV,GSM_43,2026-04,2026-04-13,18,171,166,171,1777,2168
DRTV,GSM_8,2026-04,2026-04-13,18,156,156,156,1840,2249
DRTV,GSM_83,2026-04,2026-04-13,18,373,351,373,2028,2548
DRTV,GSM_86,2026-04,2026-04-13,18,187,184,187,1979,2468
DRTW,GSM_26,2026-04,2026-04-13,18,419,406,419,4904,7095
DRTW,GSM_42,2026-04,2026-04-13,18,423,408,423,4829,6985
DRTW,GSM_43,2026-04,2026-04-13,18,467,451,467,4902,7200
DRTW,GSM_8,2026-04,2026-04-13,18,462,437,462,5020,7383
DRTW,GSM_83,2026-04,2026-04-13,18,924,834,924,5498,8514
DRTW,GSM_86,2026-04,2026-04-13,18,466,443,466,5328,8177
MEL0,GSM_26,2026-04,2026-04-13,18,266,261,266,53641,69500
MEL0,GSM_42,2026-04,2026-04-13,18,266,260,266,52918,68594
MEL0,GSM_43,2026-04,2026-04-13,18,286,281,286,55308,72320
MEL0,GSM_8,2026-04,2026-04-13,18,306,300,306,57953,76797
MEL0,GSM_83,2026-04,2026-04-13,18,643,626,643,70487,102690
MEL0,GSM_86,2026-04,2026-04-13,18,339,333,339,61817,85314
AYS3,GSM_26,2026-04,2026-04-13,19,41,40,41,4365,5478
AYS3,GSM_42,2026-04,2026-04-13,19,32,31,32,4256,5324
AYS3,GSM_43,2026-04,2026-04-13,19,35,35,35,4393,5510
AYS3,GSM_8,2026-04,2026-04-13,19,35,35,35,4412,5589
AYS3,GSM_83,2026-04,2026-04-13,19,68,68,68,6060,8256
AYS3,GSM_86,2026-04,2026-04-13,19,41,41,41,4487,5744
AYSA,GSM_26,2026-04,2026-04-13,19,77,74,77,5888,6503
AYSA,GSM_42,2026-04,2026-04-13,19,73,73,73,5726,6347
AYSA,GSM_43,2026-04,2026-04-13,19,73,71,73,6266,6977
AYSA,GSM_8,2026-04,2026-04-13,19,74,74,74,6361,7086
AYSA,GSM_83,2026-04,2026-04-13,19,156,151,156,7470,8486
AYSA,GSM_86,2026-04,2026-04-13,19,81,80,81,7146,8068
DRTW,GSM_26,2026-04,2026-04-13,19,52,51,52,4904,7095
DRTW,GSM_42,2026-04,2026-04-13,19,62,61,62,4829,6985
DRTW,GSM_43,2026-04,2026-04-13,19,63,62,63,4902,7200
DRTW,GSM_8,2026-04,2026-04-13,19,81,78,81,5020,7383
DRTW,GSM_83,2026-04,2026-04-13,19,172,160,172,5498,8514
DRTW,GSM_86,2026-04,2026-04-13,19,72,71,72,5328,8177
AYS3,MOVI,2026-04,2026-04-14,9,911,769,910,3815,6565
AYSA,MOVI,2026-04,2026-04-14,9,2633,2279,2623,8891,12497
AYSE,MOVI,2026-04,2026-04-14,9,81,81,81,3993,4275
AYS3,MOVI,2026-04,2026-04-14,10,877,781,877,3815,6565
AYSA,MOVI,2026-04,2026-04-14,10,2608,2313,2588,8891,12497
AYSE,MOVI,2026-04,2026-04-14,10,94,94,94,3993,4275
AUSO,GSM_25,2026-04,2026-04-14,11,199,198,199,6373,7233
AUSO,GSM_26,2026-04,2026-04-14,11,61,60,61,1792,2079
AUSO,GSM_42,2026-04,2026-04-14,11,62,62,62,1731,2024
AUSO,GSM_43,2026-04,2026-04-14,11,104,100,104,2206,2614
AUSO,GSM_44,2026-04,2026-04-14,11,210,206,210,6895,7968
AUSO,GSM_45,2026-04,2026-04-14,11,186,183,186,7125,8266
AUSO,GSM_8,2026-04,2026-04-14,11,118,115,118,2381,2863
AUSO,GSM_83,2026-04,2026-04-14,11,223,217,223,2788,3487
AUSO,GSM_85,2026-04,2026-04-14,11,186,181,186,6854,7887
AUSO,GSM_86,2026-04,2026-04-14,11,113,107,113,2671,3322
AUSO,GSM_9,2026-04,2026-04-14,11,384,370,384,8712,10596
AUSO,"Sin proveedor",2026-04,2026-04-14,11,1,1,1,1,1
AYS3,GSM_25,2026-04,2026-04-14,11,36,35,36,2647,3271
AYS3,GSM_26,2026-04,2026-04-14,11,26,25,26,4365,5478
AYS3,GSM_42,2026-04,2026-04-14,11,24,23,24,4256,5324
AYS3,GSM_43,2026-04,2026-04-14,11,68,64,68,4393,5510
AYS3,GSM_44,2026-04,2026-04-14,11,32,32,32,2796,3532
AYS3,GSM_45,2026-04,2026-04-14,11,46,45,46,3248,4278
AYS3,GSM_8,2026-04,2026-04-14,11,47,45,47,4412,5589
AYS3,GSM_83,2026-04,2026-04-14,11,137,126,137,6060,8256
AYS3,GSM_85,2026-04,2026-04-14,11,44,42,44,3439,4637
AYS3,GSM_86,2026-04,2026-04-14,11,64,60,64,4487,5744
AYS3,GSM_9,2026-04,2026-04-14,11,94,83,94,4317,6642
AYS3,MOVI,2026-04,2026-04-14,11,925,787,923,3815,6565
AYSA,GSM_25,2026-04,2026-04-14,11,100,97,100,8712,10661
AYSA,GSM_26,2026-04,2026-04-14,11,38,38,38,5888,6503
AYSA,GSM_42,2026-04,2026-04-14,11,44,43,44,5726,6347
AYSA,GSM_43,2026-04,2026-04-14,11,69,69,69,6266,6977
AYSA,GSM_44,2026-04,2026-04-14,11,92,88,92,9085,11043
AYSA,GSM_45,2026-04,2026-04-14,11,92,90,92,9144,11169
AYSA,GSM_8,2026-04,2026-04-14,11,107,103,107,6361,7086
AYSA,GSM_83,2026-04,2026-04-14,11,247,233,247,7470,8486
AYSA,GSM_85,2026-04,2026-04-14,11,95,93,95,9230,11263
AYSA,GSM_86,2026-04,2026-04-14,11,149,147,149,7146,8068
AYSA,GSM_9,2026-04,2026-04-14,11,230,208,230,11281,14497
AYSA,MOVI,2026-04,2026-04-14,11,2676,2400,2667,8891,12497
AYSE,GSM_25,2026-04,2026-04-14,11,52,51,52,449,523
AYSE,GSM_26,2026-04,2026-04-14,11,243,223,243,7944,12837
AYSE,GSM_42,2026-04,2026-04-14,11,223,204,223,7847,12638
AYSE,GSM_43,2026-04,2026-04-14,11,226,211,226,7903,12746
AYSE,GSM_44,2026-04,2026-04-14,11,59,57,59,530,611
AYSE,GSM_45,2026-04,2026-04-14,11,55,54,55,494,584
AYSE,GSM_8,2026-04,2026-04-14,11,231,217,230,7985,12775
AYSE,GSM_83,2026-04,2026-04-14,11,480,423,479,8802,14963
AYSE,GSM_85,2026-04,2026-04-14,11,67,65,67,557,677
AYSE,GSM_86,2026-04,2026-04-14,11,248,220,247,8254,13587
AYSE,GSM_9,2026-04,2026-04-14,11,140,130,140,837,1039
AYSE,MOVI,2026-04,2026-04-14,11,102,101,101,3993,4275
DRTV,GSM_25,2026-04,2026-04-14,11,1,1,1,1236,1396
DRTV,GSM_26,2026-04,2026-04-14,11,114,106,114,4255,6186
DRTV,GSM_42,2026-04,2026-04-14,11,107,102,107,4209,6082
DRTV,GSM_43,2026-04,2026-04-14,11,103,99,103,4258,6139
DRTV,GSM_44,2026-04,2026-04-14,11,1,1,1,1322,1521
DRTV,GSM_45,2026-04,2026-04-14,11,3,3,3,2459,2876
DRTV,GSM_8,2026-04,2026-04-14,11,92,89,92,4229,6142
DRTV,GSM_83,2026-04,2026-04-14,11,180,160,180,4544,6902
DRTV,GSM_85,2026-04,2026-04-14,11,6,6,6,2626,3115
DRTV,GSM_86,2026-04,2026-04-14,11,83,79,83,4324,6357
DRTV,GSM_9,2026-04,2026-04-14,11,5,5,5,3139,3856
DRTW,GSM_25,2026-04,2026-04-14,11,1,1,1,1120,1395
DRTW,GSM_26,2026-04,2026-04-14,11,27,27,27,4904,7095
DRTW,GSM_42,2026-04,2026-04-14,11,27,25,27,4829,6985
DRTW,GSM_43,2026-04,2026-04-14,11,45,42,45,4902,7200
DRTW,GSM_44,2026-04,2026-04-14,11,3,3,3,1165,1447
DRTW,GSM_45,2026-04,2026-04-14,11,2,2,2,1209,1545
DRTW,GSM_8,2026-04,2026-04-14,11,44,41,44,5020,7383
DRTW,GSM_83,2026-04,2026-04-14,11,91,77,91,5498,8514
DRTW,GSM_85,2026-04,2026-04-14,11,1,1,1,1247,1596
DRTW,GSM_86,2026-04,2026-04-14,11,44,41,44,5328,8177
DRTW,GSM_9,2026-04,2026-04-14,11,5,4,5,1346,1793
OEST,GSM_25,2026-04,2026-04-14,11,328,318,328,4941,5737
OEST,GSM_44,2026-04,2026-04-14,11,345,339,345,5289,6203
OEST,GSM_45,2026-04,2026-04-14,11,319,314,319,5260,6160
OEST,GSM_85,2026-04,2026-04-14,11,287,279,287,5052,5928
OEST,GSM_9,2026-04,2026-04-14,11,604,580,603,6523,8051
AUSO,GSM_25,2026-04,2026-04-14,12,436,426,436,7689,8641
AUSO,GSM_26,2026-04,2026-04-14,12,210,200,204,2136,2478
AUSO,GSM_42,2026-04,2026-04-14,12,241,235,240,2204,2571
AUSO,GSM_43,2026-04,2026-04-14,12,241,227,236,2338,2769
AUSO,GSM_44,2026-04,2026-04-14,12,495,489,495,8641,9836
AUSO,GSM_45,2026-04,2026-04-14,12,452,448,451,8929,10232
AUSO,GSM_8,2026-04,2026-04-14,12,259,247,250,2397,2873
AUSO,GSM_83,2026-04,2026-04-14,12,480,438,457,2826,3533
AUSO,GSM_85,2026-04,2026-04-14,12,456,447,456,8806,10039
AUSO,GSM_86,2026-04,2026-04-14,12,248,237,243,2796,3478
AUSO,GSM_9,2026-04,2026-04-14,12,1037,1007,1035,11877,14313
AYS3,GSM_25,2026-04,2026-04-14,12,50,50,50,2647,3271
AYS3,GSM_26,2026-04,2026-04-14,12,51,48,51,4365,5478
AYS3,GSM_42,2026-04,2026-04-14,12,61,61,61,4256,5324
AYS3,GSM_43,2026-04,2026-04-14,12,59,58,58,4393,5510
AYS3,GSM_44,2026-04,2026-04-14,12,57,54,57,2796,3532
AYS3,GSM_45,2026-04,2026-04-14,12,60,57,60,3248,4278
AYS3,GSM_8,2026-04,2026-04-14,12,62,62,62,4412,5589
AYS3,GSM_83,2026-04,2026-04-14,12,108,104,106,6060,8256
AYS3,GSM_85,2026-04,2026-04-14,12,64,62,64,3439,4637
AYS3,GSM_86,2026-04,2026-04-14,12,71,67,69,4487,5744
AYS3,GSM_9,2026-04,2026-04-14,12,139,125,139,4317,6642
AYS3,MOVI,2026-04,2026-04-14,12,875,773,872,3815,6565
AYSA,GSM_25,2026-04,2026-04-14,12,128,122,128,8712,10661
AYSA,GSM_26,2026-04,2026-04-14,12,105,103,105,5888,6503
AYSA,GSM_42,2026-04,2026-04-14,12,100,100,100,5726,6347
AYSA,GSM_43,2026-04,2026-04-14,12,96,94,95,6266,6977
AYSA,GSM_44,2026-04,2026-04-14,12,140,130,139,9085,11043
AYSA,GSM_45,2026-04,2026-04-14,12,129,127,129,9144,11169
AYSA,GSM_8,2026-04,2026-04-14,12,101,97,100,6361,7086
AYSA,GSM_83,2026-04,2026-04-14,12,241,229,239,7470,8486
AYSA,GSM_85,2026-04,2026-04-14,12,135,127,135,9230,11263
AYSA,GSM_86,2026-04,2026-04-14,12,131,128,131,7146,8068
AYSA,GSM_9,2026-04,2026-04-14,12,322,305,322,11281,14497
AYSA,MOVI,2026-04,2026-04-14,12,2671,2370,2650,8891,12497
AYSE,GSM_25,2026-04,2026-04-14,12,15,15,15,316,369
AYSE,GSM_26,2026-04,2026-04-14,12,607,556,607,7944,12837
AYSE,GSM_42,2026-04,2026-04-14,12,548,505,548,7847,12638
AYSE,GSM_43,2026-04,2026-04-14,12,575,526,575,7903,12746
AYSE,GSM_44,2026-04,2026-04-14,12,10,10,10,530,611
AYSE,GSM_45,2026-04,2026-04-14,12,18,18,18,494,584
AYSE,GSM_8,2026-04,2026-04-14,12,558,513,558,7985,12775
AYSE,GSM_83,2026-04,2026-04-14,12,1164,990,1162,8802,14963
AYSE,GSM_85,2026-04,2026-04-14,12,10,10,10,557,677
AYSE,GSM_86,2026-04,2026-04-14,12,570,511,570,8254,13587
AYSE,GSM_9,2026-04,2026-04-14,12,38,37,38,837,1039
AYSE,MOVI,2026-04,2026-04-14,12,90,89,89,3993,4275
DRTV,GSM_25,2026-04,2026-04-14,12,51,51,51,2184,2473
DRTV,GSM_26,2026-04,2026-04-14,12,253,247,253,4255,6186
DRTV,GSM_42,2026-04,2026-04-14,12,253,242,253,4209,6082
DRTV,GSM_43,2026-04,2026-04-14,12,271,261,271,4258,6139
DRTV,GSM_44,2026-04,2026-04-14,12,51,50,51,2314,2675
DRTV,GSM_45,2026-04,2026-04-14,12,45,44,45,2459,2876
DRTV,GSM_8,2026-04,2026-04-14,12,247,236,247,4229,6142
DRTV,GSM_83,2026-04,2026-04-14,12,538,472,538,4544,6902
DRTV,GSM_85,2026-04,2026-04-14,12,60,56,60,2626,3115
DRTV,GSM_86,2026-04,2026-04-14,12,240,223,240,4324,6357
DRTV,GSM_9,2026-04,2026-04-14,12,107,102,107,3139,3856
DRTW,GSM_25,2026-04,2026-04-14,12,27,25,27,1120,1395
DRTW,GSM_26,2026-04,2026-04-14,12,130,125,130,6714,9282
DRTW,GSM_42,2026-04,2026-04-14,12,157,151,157,6577,9085
DRTW,GSM_43,2026-04,2026-04-14,12,142,136,142,6799,9519
DRTW,GSM_44,2026-04,2026-04-14,12,22,22,22,1165,1447
DRTW,GSM_45,2026-04,2026-04-14,12,30,30,30,1209,1545
DRTW,GSM_8,2026-04,2026-04-14,12,159,156,159,6976,9821
DRTW,GSM_83,2026-04,2026-04-14,12,334,307,334,7843,11565
DRTW,GSM_85,2026-04,2026-04-14,12,17,17,17,1247,1596
DRTW,GSM_86,2026-04,2026-04-14,12,208,199,208,7602,11118
DRTW,GSM_9,2026-04,2026-04-14,12,48,47,48,1346,1793
DRTW,"Sin proveedor",2026-04,2026-04-14,12,1,1,1,6,6
OEST,GSM_25,2026-04,2026-04-14,12,752,736,752,6192,7075
OEST,GSM_44,2026-04,2026-04-14,12,721,702,721,6586,7594
OEST,GSM_45,2026-04,2026-04-14,12,755,734,755,6844,7872
OEST,GSM_85,2026-04,2026-04-14,12,719,703,719,6870,7897
OEST,GSM_9,2026-04,2026-04-14,12,1386,1313,1384,9368,11366
AUSO,GSM_25,2026-04,2026-04-14,13,431,426,431,7693,8646
AUSO,GSM_26,2026-04,2026-04-14,13,283,269,275,2136,2478
AUSO,GSM_42,2026-04,2026-04-14,13,291,275,281,2204,2571
AUSO,GSM_43,2026-04,2026-04-14,13,309,295,303,2356,2788
AUSO,GSM_44,2026-04,2026-04-14,13,702,688,702,8576,9767
AUSO,GSM_45,2026-04,2026-04-14,13,701,689,700,9016,10327
AUSO,GSM_8,2026-04,2026-04-14,13,282,266,274,2406,2891
AUSO,GSM_83,2026-04,2026-04-14,13,611,553,577,2826,3533
AUSO,GSM_85,2026-04,2026-04-14,13,629,625,629,8901,10135
AUSO,GSM_86,2026-04,2026-04-14,13,336,318,324,2796,3478
AUSO,GSM_9,2026-04,2026-04-14,13,1311,1256,1310,12047,14512
AYS3,GSM_25,2026-04,2026-04-14,13,24,24,24,2647,3271
AYS3,GSM_26,2026-04,2026-04-14,13,29,28,29,4365,5478
AYS3,GSM_42,2026-04,2026-04-14,13,38,36,38,4256,5324
AYS3,GSM_43,2026-04,2026-04-14,13,38,37,38,4393,5510
AYS3,GSM_44,2026-04,2026-04-14,13,47,46,47,2796,3532
AYS3,GSM_45,2026-04,2026-04-14,13,38,36,38,3248,4278
AYS3,GSM_8,2026-04,2026-04-14,13,39,38,39,4412,5589
AYS3,GSM_83,2026-04,2026-04-14,13,83,80,83,6060,8256
AYS3,GSM_85,2026-04,2026-04-14,13,40,37,40,3439,4637
AYS3,GSM_86,2026-04,2026-04-14,13,41,40,41,4487,5744
AYS3,GSM_9,2026-04,2026-04-14,13,80,75,80,4317,6642
AYS3,MOVI,2026-04,2026-04-14,13,391,362,391,3815,6565
AYSA,GSM_25,2026-04,2026-04-14,13,51,51,51,8712,10661
AYSA,GSM_26,2026-04,2026-04-14,13,65,64,65,5888,6503
AYSA,GSM_42,2026-04,2026-04-14,13,65,65,65,5726,6347
AYSA,GSM_43,2026-04,2026-04-14,13,80,78,80,6266,6977
AYSA,GSM_44,2026-04,2026-04-14,13,99,98,99,9085,11043
AYSA,GSM_45,2026-04,2026-04-14,13,104,99,104,9144,11169
AYSA,GSM_8,2026-04,2026-04-14,13,68,67,68,6361,7086
AYSA,GSM_83,2026-04,2026-04-14,13,147,139,147,7470,8486
AYSA,GSM_85,2026-04,2026-04-14,13,109,103,109,9230,11263
AYSA,GSM_86,2026-04,2026-04-14,13,88,86,88,7146,8068
AYSA,GSM_9,2026-04,2026-04-14,13,233,216,233,11281,14497
AYSA,MOVI,2026-04,2026-04-14,13,1209,1145,1205,8891,12497
AYSE,GSM_26,2026-04,2026-04-14,13,305,279,305,7944,12837
AYSE,GSM_42,2026-04,2026-04-14,13,307,284,307,7847,12638
AYSE,GSM_43,2026-04,2026-04-14,13,293,279,293,7903,12746
AYSE,GSM_8,2026-04,2026-04-14,13,306,287,306,7985,12775
AYSE,GSM_83,2026-04,2026-04-14,13,603,527,603,8802,14963
AYSE,GSM_86,2026-04,2026-04-14,13,312,289,312,8254,13587
AYSE,MOVI,2026-04,2026-04-14,13,100,99,99,3993,4275
DRTV,GSM_25,2026-04,2026-04-14,13,44,43,44,2184,2473
DRTV,GSM_26,2026-04,2026-04-14,13,263,248,263,4255,6186
DRTV,GSM_42,2026-04,2026-04-14,13,241,233,241,4209,6082
DRTV,GSM_43,2026-04,2026-04-14,13,235,222,235,4258,6139
DRTV,GSM_44,2026-04,2026-04-14,13,44,44,44,2314,2675
DRTV,GSM_45,2026-04,2026-04-14,13,32,31,32,2459,2876
DRTV,GSM_8,2026-04,2026-04-14,13,223,215,223,4229,6142
DRTV,GSM_83,2026-04,2026-04-14,13,439,409,439,4544,6902
DRTV,GSM_85,2026-04,2026-04-14,13,38,37,38,2626,3115
DRTV,GSM_86,2026-04,2026-04-14,13,221,208,221,4324,6357
DRTV,GSM_9,2026-04,2026-04-14,13,81,77,81,3139,3856
DRTW,GSM_25,2026-04,2026-04-14,13,14,13,14,1120,1395
DRTW,GSM_26,2026-04,2026-04-14,13,77,70,77,6714,9282
DRTW,GSM_42,2026-04,2026-04-14,13,76,75,76,6577,9085
DRTW,GSM_43,2026-04,2026-04-14,13,72,69,72,6799,9519
DRTW,GSM_44,2026-04,2026-04-14,13,13,13,13,1165,1447
DRTW,GSM_45,2026-04,2026-04-14,13,19,19,19,1209,1545
DRTW,GSM_8,2026-04,2026-04-14,13,77,75,77,6976,9821
DRTW,GSM_83,2026-04,2026-04-14,13,146,136,146,7843,11565
DRTW,GSM_85,2026-04,2026-04-14,13,14,14,14,1247,1596
DRTW,GSM_86,2026-04,2026-04-14,13,94,90,94,7602,11118
DRTW,GSM_9,2026-04,2026-04-14,13,39,36,39,1346,1793
MEL0,GSM_25,2026-04,2026-04-14,13,356,353,356,17986,21131
MEL0,GSM_26,2026-04,2026-04-14,13,423,412,423,53641,69500
MEL0,GSM_42,2026-04,2026-04-14,13,410,403,410,52918,68594
MEL0,GSM_43,2026-04,2026-04-14,13,423,416,423,55308,72320
MEL0,GSM_44,2026-04,2026-04-14,13,406,401,406,21336,25440
MEL0,GSM_45,2026-04,2026-04-14,13,415,408,415,25633,31306
MEL0,GSM_8,2026-04,2026-04-14,13,412,405,412,57953,76797
MEL0,GSM_83,2026-04,2026-04-14,13,790,762,790,70487,102690
MEL0,GSM_85,2026-04,2026-04-14,13,333,327,333,26560,32855
MEL0,GSM_86,2026-04,2026-04-14,13,433,419,433,61817,85314
MEL0,GSM_9,2026-04,2026-04-14,13,699,675,699,35276,47289
OEST,GSM_25,2026-04,2026-04-14,13,174,169,174,6015,6869
OEST,GSM_44,2026-04,2026-04-14,13,206,204,206,6606,7611
OEST,GSM_45,2026-04,2026-04-14,13,238,236,238,6857,7891
OEST,GSM_85,2026-04,2026-04-14,13,238,237,238,6889,7918
OEST,GSM_9,2026-04,2026-04-14,13,511,500,511,9368,11366
AUSO,GSM_25,2026-04,2026-04-14,14,150,149,150,7584,8515
AUSO,GSM_26,2026-04,2026-04-14,14,128,121,126,2000,2320
AUSO,GSM_42,2026-04,2026-04-14,14,136,130,135,2016,2357
AUSO,GSM_43,2026-04,2026-04-14,14,126,120,125,2232,2639
AUSO,GSM_44,2026-04,2026-04-14,14,510,503,510,8588,9781
AUSO,GSM_45,2026-04,2026-04-14,14,569,551,568,9023,10334
AUSO,GSM_8,2026-04,2026-04-14,14,153,148,149,2350,2816
AUSO,GSM_83,2026-04,2026-04-14,14,306,290,302,2826,3533
AUSO,GSM_85,2026-04,2026-04-14,14,568,560,568,9031,10287
AUSO,GSM_86,2026-04,2026-04-14,14,198,188,193,2748,3422
AUSO,GSM_9,2026-04,2026-04-14,14,1257,1198,1257,11995,14449
AYS3,GSM_25,2026-04,2026-04-14,14,159,153,159,2647,3271
